user_id,user_profile
3472,male doctor/health care between 25 to 34 years of age
3473,female self-employed between 35 to 44 years of age
3474,male lawyer between 35 to 44 years of age
3475,male sales/marketing between 25 to 34 years of age
3476,male unknown between 50 to 55 years of age
3477,female academic/educator between 50 to 55 years of age
3478,male executive/managerial between 25 to 34 years of age
3479,male college/grad student between 18 to 24 years of age
3480,male unknown between 25 to 34 years of age
3481,male college/grad student between 18 to 24 years of age
3482,male technician/engineer between 50 to 55 years of age
3483,female executive/managerial between 45 to 49 years of age
3484,male college/grad student between 18 to 24 years of age
3485,male unknown between 25 to 34 years of age
3486,female unknown between 18 to 24 years of age
3487,male college/grad student between 18 to 24 years of age
3488,male technician/engineer between 45 to 49 years of age
3489,male college/grad student between 18 to 24 years of age
3490,male unknown between 25 to 34 years of age
3491,male self-employed between 25 to 34 years of age
3492,male executive/managerial between 35 to 44 years of age
3493,male technician/engineer between 25 to 34 years of age
3494,male academic/educator between 25 to 34 years of age
3495,male college/grad student between 18 to 24 years of age
3496,male customer service between 35 to 44 years of age
3497,female artist between 35 to 44 years of age
3498,male technician/engineer between 25 to 34 years of age
3499,male clerical/admin between 25 to 34 years of age
3500,male executive/managerial between 35 to 44 years of age
3501,female executive/managerial between 35 to 44 years of age
3502,female executive/managerial between 18 to 24 years of age
3503,male college/grad student between 18 to 24 years of age
3504,male executive/managerial between 18 to 24 years of age
3505,female scientist between 25 to 34 years of age
3506,male programmer between 18 to 24 years of age
3507,male unknown between 25 to 34 years of age
3508,male college/grad student between 18 to 24 years of age
3509,male college/grad student between 18 to 24 years of age
3510,female college/grad student between 18 to 24 years of age
3511,male unknown between 50 to 55 years of age
3512,male technician/engineer between 18 to 24 years of age
3513,male self-employed between 25 to 34 years of age
3514,male programmer between 18 to 24 years of age
3515,male clerical/admin between 35 to 44 years of age
3516,male college/grad student between 18 to 24 years of age
3517,male programmer between 18 to 24 years of age
3518,female executive/managerial between 18 to 24 years of age
3519,female sales/marketing between 25 to 34 years of age
3520,male unknown between 25 to 34 years of age
3521,male unknown between 25 to 34 years of age
3522,male unknown between 18 to 24 years of age
3523,male executive/managerial between 35 to 44 years of age
3524,female unknown between 25 to 34 years of age
3525,female college/grad student between 18 to 24 years of age
3526,male artist between 35 to 44 years of age
3527,male unknown between 25 to 34 years of age
3528,male customer service between 35 to 44 years of age
3529,female academic/educator between 45 to 49 years of age
3530,male unknown between 25 to 34 years of age
3531,female lawyer between 25 to 34 years of age
3532,female sales/marketing between 35 to 44 years of age
3533,male artist between 25 to 34 years of age
3534,male technician/engineer between 35 to 44 years of age
3535,male tradesman/craftsman between 45 to 49 years of age
3536,male college/grad student between 18 to 24 years of age
3537,male k-12 student under 18 years of age
3538,male unknown between 35 to 44 years of age
3539,female college/grad student between 25 to 34 years of age
3540,male technician/engineer between 18 to 24 years of age
3541,male clerical/admin between 25 to 34 years of age
3542,male scientist between 25 to 34 years of age
3543,male technician/engineer between 25 to 34 years of age
3544,female college/grad student between 25 to 34 years of age
3545,male programmer between 35 to 44 years of age
3546,male writer between 25 to 34 years of age
3547,male self-employed between 35 to 44 years of age
3548,male executive/managerial between 45 to 49 years of age
3549,female executive/managerial between 35 to 44 years of age
3550,male customer service between 25 to 34 years of age
3551,female unknown above 56 years of age
3552,female artist between 35 to 44 years of age
3553,male self-employed between 35 to 44 years of age
3554,male scientist between 25 to 34 years of age
3555,male executive/managerial above 56 years of age
3556,male technician/engineer between 25 to 34 years of age
3557,male customer service between 18 to 24 years of age
3558,male technician/engineer between 18 to 24 years of age
3559,male college/grad student between 18 to 24 years of age
3560,female doctor/health care between 25 to 34 years of age
3561,male sales/marketing between 35 to 44 years of age
3562,female doctor/health care between 25 to 34 years of age
3563,male artist between 25 to 34 years of age
3564,male lawyer between 25 to 34 years of age
3565,male tradesman/craftsman between 25 to 34 years of age
3566,male unknown between 45 to 49 years of age
3567,male sales/marketing between 25 to 34 years of age
3568,male unknown between 25 to 34 years of age
3569,female artist between 18 to 24 years of age
3570,male programmer between 35 to 44 years of age
3571,male college/grad student between 18 to 24 years of age
3572,male lawyer between 35 to 44 years of age
3573,male k-12 student under 18 years of age
3574,female doctor/health care between 35 to 44 years of age
3575,male tradesman/craftsman between 25 to 34 years of age
3576,male executive/managerial between 50 to 55 years of age
3577,female unknown above 56 years of age
3578,male clerical/admin between 50 to 55 years of age
3579,male unknown between 18 to 24 years of age
3580,female clerical/admin between 18 to 24 years of age
3581,male academic/educator between 18 to 24 years of age
3582,female unknown between 35 to 44 years of age
3583,female homemaker between 25 to 34 years of age
3584,male unknown between 18 to 24 years of age
3585,male writer between 35 to 44 years of age
3586,male writer between 35 to 44 years of age
3587,male clerical/admin between 35 to 44 years of age
3588,male artist between 25 to 34 years of age
3589,female unknown between 45 to 49 years of age
3590,female scientist between 18 to 24 years of age
3591,male doctor/health care between 35 to 44 years of age
3592,female artist above 56 years of age
3593,female homemaker between 25 to 34 years of age
3594,male unknown under 18 years of age
3595,male unknown between 25 to 34 years of age
3596,female college/grad student between 35 to 44 years of age
